Date,Date,Close Price,Price Difference Class
2018-04-13 07:00:00,2018-04-13 07:00:00,8136.52,0
2018-04-13 08:00:00,2018-04-13 08:00:00,8106.98,0
2018-04-13 09:00:00,2018-04-13 09:00:00,8071.69,1
2018-04-13 10:00:00,2018-04-13 10:00:00,8078.7,1
2018-04-13 11:00:00,2018-04-13 11:00:00,8091.12,1
2018-04-13 12:00:00,2018-04-13 12:00:00,8196.23,0
2018-04-13 13:00:00,2018-04-13 13:00:00,8094.44,1
2018-04-13 14:00:00,2018-04-13 14:00:00,8112.37,1
2018-04-13 15:00:00,2018-04-13 15:00:00,8127.71,1
2018-04-13 16:00:00,2018-04-13 16:00:00,8130.09,0
2018-04-13 17:00:00,2018-04-13 17:00:00,8121.7,0
2018-04-13 18:00:00,2018-04-13 18:00:00,8109.35,0
2018-04-13 19:00:00,2018-04-13 19:00:00,8099.6,0
2018-04-13 20:00:00,2018-04-13 20:00:00,7892.59,0
2018-04-13 21:00:00,2018-04-13 21:00:00,7878.55,1
