Date,"Close Price"
"2018-04-29 00:00:00",9342.47
"2018-04-29 00:01:00",9340.8
"2018-04-29 00:02:00",9342.45
"2018-04-29 00:03:00",9352.05
"2018-04-29 00:04:00",9355.43
"2018-04-29 00:05:00",9349.67
"2018-04-29 00:06:00",9357.9
"2018-04-29 00:07:00",9354.54
"2018-04-29 00:08:00",9358.94
"2018-04-29 00:09:00",9358.03
"2018-04-29 00:10:00",9359.69
"2018-04-29 00:11:00",9361.15
"2018-04-29 00:12:00",9364.54
"2018-04-29 00:13:00",9377.08
"2018-04-29 00:14:00",9376.26
"2018-04-29 00:15:00",9378.04
"2018-04-29 00:16:00",9386.83
"2018-04-29 00:17:00",9389.74
"2018-04-29 00:18:00",9389.37
"2018-04-29 00:19:00",9388.12
"2018-04-29 00:20:00",9387.82
"2018-04-29 00:21:00",9391.86
"2018-04-29 00:22:00",9409.35
"2018-04-29 00:23:00",9420.77
"2018-04-29 00:24:00",9422.93
"2018-04-29 00:25:00",9424.33
"2018-04-29 00:26:00",9418.93
"2018-04-29 00:27:00",9401.91
"2018-04-29 00:28:00",9409.07
"2018-04-29 00:29:00",9396.91
"2018-04-29 00:30:00",9413.79
"2018-04-29 00:31:00",9404.27
"2018-04-29 00:32:00",9397.73
"2018-04-29 00:33:00",9399.13
"2018-04-29 00:34:00",9391.69
"2018-04-29 00:35:00",9387.81
"2018-04-29 00:36:00",9391.21
"2018-04-29 00:37:00",9391.38
"2018-04-29 00:38:00",9389.4
"2018-04-29 00:39:00",9395.3
"2018-04-29 00:40:00",9397.11
"2018-04-29 00:41:00",9401.32
"2018-04-29 00:42:00",9396.75
"2018-04-29 00:43:00",9393.67
"2018-04-29 00:44:00",9391.73
"2018-04-29 00:45:00",9392.86
"2018-04-29 00:46:00",9388.9
"2018-04-29 00:47:00",9382.81
"2018-04-29 00:48:00",9386.48
"2018-04-29 00:49:00",9388.77
"2018-04-29 00:50:00",9386.32
"2018-04-29 00:51:00",9382.39
"2018-04-29 00:52:00",9382.63
"2018-04-29 00:53:00",9389.06
"2018-04-29 00:54:00",9392.88
"2018-04-29 00:55:00",9392.91
"2018-04-29 00:56:00",9392.18
"2018-04-29 00:57:00",9390.89
"2018-04-29 00:58:00",9388.43
"2018-04-29 00:59:00",9386.47
"2018-04-29 01:00:00",9387.19
"2018-04-29 01:01:00",9386.88
"2018-04-29 01:02:00",9385.61
"2018-04-29 01:03:00",9385.59
"2018-04-29 01:04:00",9381.69
"2018-04-29 01:05:00",9381.25
"2018-04-29 01:06:00",9381.47
"2018-04-29 01:07:00",9384.18
"2018-04-29 01:08:00",9381.47
"2018-04-29 01:09:00",9383.54
"2018-04-29 01:10:00",9381.96
"2018-04-29 01:11:00",9383.08
"2018-04-29 01:12:00",9384
"2018-04-29 01:13:00",9383.35
"2018-04-29 01:14:00",9383.22
"2018-04-29 01:15:00",9382.67
"2018-04-29 01:16:00",9383.6
"2018-04-29 01:17:00",9380.32
"2018-04-29 01:18:00",9382.52
"2018-04-29 01:19:00",9386.59
"2018-04-29 01:20:00",9392.79
"2018-04-29 01:21:00",9402.46
"2018-04-29 01:22:00",9401.92
"2018-04-29 01:23:00",9402.42
"2018-04-29 01:24:00",9402.44
"2018-04-29 01:25:00",9404.71
"2018-04-29 01:26:00",9411.77
"2018-04-29 01:27:00",9414.41
"2018-04-29 01:28:00",9413.65
"2018-04-29 01:29:00",9413.49
"2018-04-29 01:30:00",9416.74
"2018-04-29 01:31:00",9437.1
"2018-04-29 01:32:00",9453.78
"2018-04-29 01:33:00",9460.29
"2018-04-29 01:34:00",9472.61
"2018-04-29 01:35:00",9482.27
"2018-04-29 01:36:00",9483.39
"2018-04-29 01:37:00",9484.63
"2018-04-29 01:38:00",9484.57
"2018-04-29 01:39:00",9481.47
"2018-04-29 01:40:00",9467.74
"2018-04-29 01:41:00",9468.64
"2018-04-29 01:42:00",9471.87
"2018-04-29 01:43:00",9483.27
"2018-04-29 01:44:00",9485.31
"2018-04-29 01:45:00",9485.13
"2018-04-29 01:46:00",9472.23
"2018-04-29 01:47:00",9474.02
"2018-04-29 01:48:00",9477.67
"2018-04-29 01:49:00",9482.05
"2018-04-29 01:50:00",9478.38
"2018-04-29 01:51:00",9471.86
"2018-04-29 01:52:00",9458.99
"2018-04-29 01:53:00",9454.52
"2018-04-29 01:54:00",9462.86
"2018-04-29 01:55:00",9453.18
"2018-04-29 01:56:00",9433.24
"2018-04-29 01:57:00",9421.2
"2018-04-29 01:58:00",9431.05
"2018-04-29 01:59:00",9445.17
"2018-04-29 02:00:00",9456.77
"2018-04-29 02:01:00",9465
"2018-04-29 02:02:00",9465.96
"2018-04-29 02:03:00",9473.03
"2018-04-29 02:04:00",9475.53
"2018-04-29 02:05:00",9484.83
"2018-04-29 02:06:00",9502.87
"2018-04-29 02:07:00",9516.59
"2018-04-29 02:08:00",9518.22
"2018-04-29 02:09:00",9525.7
"2018-04-29 02:10:00",9532.47
"2018-04-29 02:11:00",9535.75
"2018-04-29 02:12:00",9536.64
"2018-04-29 02:13:00",9523.91
"2018-04-29 02:14:00",9520.88
"2018-04-29 02:15:00",9519.55
"2018-04-29 02:16:00",9507.75
"2018-04-29 02:17:00",9508.02
"2018-04-29 02:18:00",9510.18
"2018-04-29 02:19:00",9514.48
"2018-04-29 02:20:00",9517.42
"2018-04-29 02:21:00",9526.7
"2018-04-29 02:22:00",9518.56
"2018-04-29 02:23:00",9521.02
"2018-04-29 02:24:00",9521.01
"2018-04-29 02:25:00",9504.87
"2018-04-29 02:26:00",9482.31
"2018-04-29 02:27:00",9466.71
"2018-04-29 02:28:00",9470.29
"2018-04-29 02:29:00",9474.92
"2018-04-29 02:30:00",9481.63
"2018-04-29 02:31:00",9486.73
"2018-04-29 02:32:00",9475.77
"2018-04-29 02:33:00",9472.29
"2018-04-29 02:34:00",9470.11
"2018-04-29 02:35:00",9462.88
"2018-04-29 02:36:00",9461.01
"2018-04-29 02:37:00",9460.93
"2018-04-29 02:38:00",9460.98
"2018-04-29 02:39:00",9460.71
"2018-04-29 02:40:00",9461.02
"2018-04-29 02:41:00",9460.4
"2018-04-29 02:42:00",9456.83
"2018-04-29 02:43:00",9457.54
"2018-04-29 02:44:00",9457.98
"2018-04-29 02:45:00",9457.9
"2018-04-29 02:46:00",9459.16
"2018-04-29 02:47:00",9458.19
"2018-04-29 02:48:00",9459.34
"2018-04-29 02:49:00",9461.57
"2018-04-29 02:50:00",9463.91
"2018-04-29 02:51:00",9463.55
"2018-04-29 02:52:00",9463.75
"2018-04-29 02:53:00",9465.3
"2018-04-29 02:54:00",9467.59
"2018-04-29 02:55:00",9467.75
"2018-04-29 02:56:00",9468.33
"2018-04-29 02:57:00",9473.37
"2018-04-29 02:58:00",9481.86
"2018-04-29 02:59:00",9483.7
"2018-04-29 03:00:00",9495.66
"2018-04-29 03:01:00",9489.16
"2018-04-29 03:02:00",9484.96
"2018-04-29 03:03:00",9480.45
"2018-04-29 03:04:00",9483.62
"2018-04-29 03:05:00",9484.91
"2018-04-29 03:06:00",9486.6
"2018-04-29 03:07:00",9485.27
"2018-04-29 03:08:00",9483.38
"2018-04-29 03:09:00",9471
"2018-04-29 03:10:00",9464.18
"2018-04-29 03:11:00",9469.06
"2018-04-29 03:12:00",9467.15
"2018-04-29 03:13:00",9464.28
"2018-04-29 03:14:00",9462.79
"2018-04-29 03:15:00",9460.27
"2018-04-29 03:16:00",9460.53
"2018-04-29 03:17:00",9467.03
