tweet id,tweet_text,Time
9.95E+17,"RT @Thr_Official: #THR Journey 
$13.76 May 7 Day end 
May 8 - Grand Day 
Pic 1 $48 10.00 AM
Pic 2 $143.88 2 PM
Pic 3 $215 6 PM
#Listing #Pr…",2018-05-11 09:53:00
9.95E+17,"#cryptocurrency Price Analysis for #Bitsend #BSD : ⬇️
Last Hour Change : -2.79 % || 11-05-2018 10:00
Price in #USD… https://t.co/ISYLKqGaHL",2018-05-11 08:00:00
9.95E+17,"In the process of participating in the internal testing, we need your help to fix the bugs.

There will be an oppor… https://t.co/9fxGsBuUZX",2018-05-11 07:55:00
9.95E+17,"RT @Thr_Official: #THR Journey 
$13.76 May 7 Day end 
May 8 - Grand Day 
Pic 1 $48 10.00 AM
Pic 2 $143.88 2 PM
Pic 3 $215 6 PM
#Listing #Pr…",2018-05-11 07:35:00
9.95E+17,"RT @Thr_Official: #THR Journey 
$13.76 May 7 Day end 
May 8 - Grand Day 
Pic 1 $48 10.00 AM
Pic 2 $143.88 2 PM
Pic 3 $215 6 PM
#Listing #Pr…",2018-05-11 07:31:00
9.95E+17,"RT @Thr_Official: #THR Journey 
$13.76 May 7 Day end 
May 8 - Grand Day 
Pic 1 $48 10.00 AM
Pic 2 $143.88 2 PM
Pic 3 $215 6 PM
#Listing #Pr…",2018-05-11 06:47:00
9.95E+17,"$BTC : +0.42%📈 9017$
Top (last h):
$BOUTS : +21.10%📈 363st
$NTY : +17.20%📈 2st
$SCC : +16.64%📈 112st
$MLM : +13.07%… https://t.co/ZLyJik7KFY",2018-05-11 06:00:00
9.95E+17,RT @info_jnb: It's exciting to announce that Animation Vision Cash (AVH) is listing on JNB Exchange！Trading will commence at 16:00 (UTC+10)…,2018-05-11 05:25:00
9.95E+17,"RT @FintruX: $FTX is scheduled to be listed on https://t.co/P49b5sovXY to start the second wave of exchanges! 
Deposits starts: May 10th 10…",2018-05-11 04:37:00
9.95E+17,"RT @Thr_Official: #THR Journey 
$13.76 May 7 Day end 
May 8 - Grand Day 
Pic 1 $48 10.00 AM
Pic 2 $143.88 2 PM
Pic 3 $215 6 PM
#Listing #Pr…",2018-05-11 03:49:00
9.95E+17,"RT @Thr_Official: #THR Journey 
$13.76 May 7 Day end 
May 8 - Grand Day 
Pic 1 $48 10.00 AM
Pic 2 $143.88 2 PM
Pic 3 $215 6 PM
#Listing #Pr…",2018-05-11 03:41:00
9.95E+17,"RT @Thr_Official: #THR Journey 
$13.76 May 7 Day end 
May 8 - Grand Day 
Pic 1 $48 10.00 AM
Pic 2 $143.88 2 PM
Pic 3 $215 6 PM
#Listing #Pr…",2018-05-11 03:41:00
9.95E+17,RT @info_jnb: It's exciting to announce that Animation Vision Cash (AVH) is listing on JNB Exchange！Trading will commence at 16:00 (UTC+10)…,2018-05-11 03:34:00
9.95E+17,It's exciting to announce that Animation Vision Cash (AVH) is listing on JNB Exchange！Trading will commence at 16:0… https://t.co/df6XfexN26,2018-05-11 03:13:00
9.95E+17,Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have you already monetize your investment?… https://t.co/geVVq8RJwB,2018-05-11 03:12:00
9.95E+17,"$BTC : -0.15%📉 8960$
Top (last h):
$GENE : +24.76%📈 195st
$OCT : +16.53%📈 8402st
$PFR : +16.00%📈 1521st
$HPC : +12.… https://t.co/vaMuD19tlI",2018-05-11 03:00:00
9.95E+17,"Último: R$ 33.515,10 ▼ 
Alta: R$ 34.700,00 ▼ 
Baixa: R$ 33.400,00 ▼ 
Volume: 194.47617776 BTC ▲ 
Taxa 30min: 20 sat… https://t.co/9FAkoILVF7",2018-05-11 00:00:00
9.95E+17,"#Cryptos: 

#BTC 8442.16$ | 7058.36€
#XRP 0.69$ | 0.58€
#ETH 676.88$ | 565.93€
#LTC 141.00$ | 117.88€
#DASH 400.13$… https://t.co/tFI9xCO7Cd",2018-05-12 22:22:00
9.95E+17,"#Cryptos: 

#BTC 8451.00$ | 7065.75€
#XRP 0.69$ | 0.58€
#ETH 678.33$ | 567.14€
#LTC 141.07$ | 117.95€
#DASH 399.69$… https://t.co/Fb7dxDHE9T",2018-05-12 22:07:00
9.95E+17,"We will be airdropping 2000 $NBT tokens each to 60,000 Subscribers 

Join NobleBit Airdrop 
follow
retweet

More In… https://t.co/mOYsFXB3fG",2018-05-12 18:29:00
9.95E+17,"#Cryptos: 

#BTC 8404.04$ | 7028.30€
#XRP 0.68$ | 0.57€
#ETH 667.44$ | 558.18€
#LTC 138.21$ | 115.58€
#DASH 396.00$… https://t.co/uPimVZsXyc",2018-05-12 17:51:00
9.95E+17,"RT @coin_sight: #Cryptos: 

#BTC 8544.57$ | 7145.82€
#XRP 0.69$ | 0.58€
#ETH 677.00$ | 566.18€
#LTC 141.64$ | 118.46€
#DASH 401.22$ | 335.5…",2018-05-12 17:07:00
9.95E+17,"#Cryptos: 

#BTC 8544.57$ | 7145.82€
#XRP 0.69$ | 0.58€
#ETH 677.00$ | 566.18€
#LTC 141.64$ | 118.46€
#DASH 401.22$… https://t.co/EI0wg4MVpX",2018-05-12 11:51:00
9.95E+17,"#Cryptos: 

#BTC 8550.23$ | 7150.56€
#XRP 0.69$ | 0.58€
#ETH 676.25$ | 565.54€
#LTC 141.49$ | 118.33€
#DASH 398.00$… https://t.co/ApBl0n1za7",2018-05-12 10:51:00
9.95E+17,"#Cryptos: 

#BTC 8496.77$ | 7105.85€
#XRP 0.69$ | 0.57€
#ETH 667.59$ | 558.30€
#LTC 139.81$ | 116.93€
#DASH 393.70$… https://t.co/BA5WvA867M",2018-05-12 10:21:00
9.95E+17,"RT @CryptoPriceCall: $BTC : -0.05%📉 8436$
Top (last h):
$ASN : +52.07%📈 260st
$CUBE : +27.18%📈 2st
$ECH : +21.00%📈 1698st
$LBTC : +14.75%📈…",2018-05-12 09:16:00
9.95E+17,"#cryptocurrency Price Analysis for #Bitsend #BSD : ⬇️
Last Hour Change : -1.05 % || 12-05-2018 11:00
Price in #USD… https://t.co/rIuVRcoAkI",2018-05-12 09:00:00
9.95E+17,"#Cryptos: 

#BTC 8347.61$ | 6981.11€
#XRP 0.66$ | 0.56€
#ETH 653.73$ | 546.71€
#LTC 134.59$ | 112.56€
#DASH 386.00$… https://t.co/4x6UTax6zc",2018-05-12 08:20:00
9.95E+17,"#Cryptos: 

#BTC 8317.59$ | 6956.00€
#XRP 0.66$ | 0.56€
#ETH 652.80$ | 545.93€
#LTC 135.04$ | 112.94€
#DASH 383.83$… https://t.co/XhsEEiIKWS",2018-05-12 07:35:00
9.95E+17,"#Cryptos: 

#BTC 8321.07$ | 6958.91€
#XRP 0.66$ | 0.55€
#ETH 648.51$ | 542.35€
#LTC 134.00$ | 112.06€
#DASH 383.08$… https://t.co/BmcNiyJUmt",2018-05-12 07:20:00
9.95E+17,"$BTC : -0.05%📉 8436$
Top (last h):
$ASN : +52.07%📈 260st
$CUBE : +27.18%📈 2st
$ECH : +21.00%📈 1698st
$LBTC : +14.75… https://t.co/xa4Jf96GvE",2018-05-12 05:00:00
9.95E+17,"RT @CryptoPriceCall: $BTC : -0.21%📉 8475$
Top (last h):
$BLAZR : +30.02%📈 93st
$CUBE : +26.98%📈 2st
$TNS : +12.21%📈 1310st
$B2B : +11.88%📈…",2018-05-12 03:46:00
9.95E+17,"$BTC : -0.21%📉 8475$
Top (last h):
$BLAZR : +30.02%📈 93st
$CUBE : +26.98%📈 2st
$TNS : +12.21%📈 1310st
$B2B : +11.88… https://t.co/WfnQEhBc7J",2018-05-12 03:30:00
9.95E+17,"$BTC : -0.03%📉 8485$
Top (last h):
$SBTC : +16.81%📈 197943st
$SLS : +13.65%📈 611238st
$DRT : +12.96%📈 230st
$NTK :… https://t.co/OEoz3HkxOS",2018-05-12 02:00:00
9.95E+17,"RT @SigurdCapital: 11/05/2018 Short position: +7.20%
Sum of May = +74.00%
Tip: stay tuned, this is a crucial moment. From now, or we dump t…",2018-05-12 00:11:00
9.95E+17,"11/05/2018 Short position: +7.20%
Sum of May = +74.00%
Tip: stay tuned, this is a crucial moment. From now, or we d… https://t.co/vFXGAdLgkA",2018-05-12 00:10:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 23:50:00
9.93E+17,"$BTC : +0.44%📈 9812$
Top (last h):
$IFC : +23.68%📈 1st
$HADE : +12.89%📈 904st
$VIPS : +12.13%📈 8st
$GLD : +10.82%📈… https://t.co/wSBcwKlaSl",2018-05-05 22:30:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 21:16:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 20:11:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 19:57:00
9.93E+17,"$BTC : +0.04%📈 9866$
Top (last h):
$HADE : +25.53%📈 887st
$B2B : +16.45%📈 5880st
$LIFE : +13.76%📈 5st
$TNS : +10.57… https://t.co/DHjxnkWzul",2018-05-05 19:31:00
9.93E+17,"$BTC : +0.04%📈 9866$
Top (last h):
$HADE : +25.53%📈 887st
$B2B : +16.45%📈 5880st
$LIFE : +13.76%📈 5st
$TNS : +10.57… https://t.co/DHyS27BBgy",2018-05-05 19:30:00
9.93E+17,"RT @Peurtoken: 4 hours left! The registrations haven't stopped. 
If you haven't signed up yet hurry up and do it at https://t.co/o5pyFZPow7…",2018-05-05 19:24:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 19:05:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/mlPm5M2fgm
Join our Telegram commu…",2018-05-05 17:27:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 17:20:00
9.93E+17,"RT @Peurtoken: 4 hours left! The registrations haven't stopped. 
If you haven't signed up yet hurry up and do it at https://t.co/o5pyFZPow7…",2018-05-05 17:08:00
9.93E+17,"$BTC : -0.03%📉 9913$
Top (last h):
$HADE : +56.16%📈 863st
$ART : +43.18%📈 8000st
$B2B : +40.90%📈 5922st
$SOC : +22.… https://t.co/Qc8O7WpGLc",2018-05-05 17:00:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 15:59:00
9.93E+17,"RT @Peurtoken: 4 hours left! The registrations haven't stopped. 
If you haven't signed up yet hurry up and do it at https://t.co/o5pyFZPow7…",2018-05-05 15:40:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 15:35:00
9.93E+17,"$690.00 Bitmain Antminer T9+ 10.5 TH/s Bitcoin Miner-On hand, ready to ship! NEW IN BOX #cryptocurrency #miner… https://t.co/KCtk2t8Ems",2018-05-05 15:07:00
9.93E+17,"RT @tihosay: 🚀 Starts in 4 days.. Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/gS31OE4gss

#ti…",2018-05-05 14:53:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 14:40:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 14:20:00
9.93E+17,RT @CryptoPanicCom: ⬆ +10 Ethereum price breaks above $800.00 with strong Bullish trend https://t.co/EVDFqExHvT $ETH #ethereum #cryptocurre…,2018-05-05 14:19:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 14:03:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 14:01:00
9.93E+17,"RT @tihosay: 🚀 Starts in 4 days.. Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/gS31OE4gss

#ti…",2018-05-05 13:38:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC 🚀
Register now: https://t.co/WvI1G4dfZC

#tihosay #ICO #blockchain #Crypto…",2018-05-05 13:38:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC 🚀
Register now: https://t.co/WvI1G4dfZC

#tihosay #ICO #blockchain #Crypto…",2018-05-05 13:27:00
9.93E+17,"RT @tihosay: 🚀 Starts in 4 days.. Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/gS31OE4gss

#ti…",2018-05-05 13:26:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/mlPm5M2fgm
Join our Telegram commu…",2018-05-05 13:26:00
9.93E+17,"RT @tihosay: Pre - ICO will begin April 15th, 2018 at 10:00 UTC.

https://t.co/guLMSGZZn7
https://t.co/ZSQarBXSSy

#tihosay #ICO #blockchai…",2018-05-05 13:26:00
9.93E+17,RT @CryptoPanicCom: ⬆ +10 Ethereum price breaks above $800.00 with strong Bullish trend https://t.co/EVDFqExHvT $ETH #ethereum #cryptocurre…,2018-05-05 13:15:00
9.93E+17,⬆ +10 Ethereum price breaks above $800.00 with strong Bullish trend https://t.co/EVDFqExHvT $ETH #ethereum #cryptocurrency,2018-05-05 13:03:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 12:33:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 12:23:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 12:03:00
9.93E+17,"ETC on #Kraken is now 19.10 #eur

(was 19.00 eur 6h ago / 0.53%)

#cryptocurrency #ticker #ETC",2018-05-05 11:57:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 11:41:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 11:18:00
9.93E+17,"1 Bitcoin ( #BTC )
Dollar: 9909.99$ 

1 Bitcoin Cash ( #BCH )
Dollar: 1,666.00$ 

1 Ethereum ( #ETH )
Dollar: 815.6… https://t.co/X0yZ6cTqnk",2018-05-05 10:47:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 10:16:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 08:04:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 07:18:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC 🚀
Register now: https://t.co/WvI1G4dfZC

#tihosay #ICO #blockchain #Crypto…",2018-05-05 07:08:00
9.93E+17,"RT @tihosay: 🚀 Starts in 4 days.. Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/gS31OE4gss

#ti…",2018-05-05 06:49:00
9.93E+17,$95.00 ASIC Miner Block Erupter Blade 10.7 Gh/s Crypto Currency Miner  #cryptocurrency #miner… https://t.co/1FbmTwhb7b,2018-05-05 06:47:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 06:46:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 06:40:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 05:53:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 05:52:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 05:35:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/mlPm5M2fgm
Join our Telegram commu…",2018-05-05 05:15:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 03:36:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 01:39:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 01:38:00
9.93E+17,"$BTC : +0.41%📈 9750$
Top (last h):
$BLITZ : +18.97%📈 4347st
$CANDY : +17.00%📈 4st
$IDT : +10.69%📈 699st
$UBTC : +8.… https://t.co/0JEMdGPxYb",2018-05-05 01:00:00
9.93E+17,"RT @Peurtoken: Crowdsale Phase 1 will begin in 5hours. Start 00:00 GMT+10 (Australia). Have
you already monetize your investment? Learn mor…",2018-05-05 00:14:00
9.93E+17,LOVE @IcenterCo 🔥 10% MODE IS ON! 🔥FROM NOW and for the Next 10 hours (6:00 GMT+1 UK Time of 7th of May 2018) EVERY… https://t.co/2Yzoe5qzz0,2018-05-06 19:15:00
9.93E+17,"RT @PEP_Network: 🔥Only 3 days left🔥
🔔We want to announce that the Next AMA (Ask Me Anything) session will be organized at 10:30 UTC (which…",2018-05-06 17:36:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/mlPm5M2fgm
Join our Telegram commu…",2018-05-06 17:33:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 15:34:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 15:11:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 14:46:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 14:31:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 14:17:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 13:43:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 13:32:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 13:26:00
9.93E+17,"RT @tihosay: Tihosay Pre-ICO will begin April 15th,2018 at 10:00:00 UTC.

https://t.co/guLMSGZZn7
https://t.co/ZSQarBXSSy

#tihosay #ICO #b…",2018-05-06 13:20:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 13:11:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 12:36:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 12:22:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 12:11:00
9.93E+17,"RT @ICO_Analytics: PCHAIN Whitelist/KYC applications will be closed at 18:00 on May 10, 2018 (GMT+8, Singapore time).
Join our Telegram gro…",2018-05-06 11:31:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 11:28:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 11:23:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 11:22:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 11:19:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 11:17:00
9.93E+17,RT @litenettcom: With an audience of 10 million per month (120 million per year) at a rate of € 3.0 per user - the profit will be € 360 000…,2018-05-06 11:15:00
9.93E+17,"RT @Sumokoin_tweet: Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes! 

The…",2018-05-06 11:14:00
9.93E+17,Hey $sumo community! Only a few hours left! Support us to get listed on @IndodaxOfficial and give us your votes!… https://t.co/FYwb8x680D,2018-05-06 11:14:00
9.93E+17,"PCHAIN Whitelist/KYC applications will be closed at 18:00 on May 10, 2018 (GMT+8, Singapore time).
Join our Telegra… https://t.co/aD2QXHOQ0u",2018-05-06 10:25:00
9.93E+17,"Sniper Trade BUY Alert #QLC #BTC 

Symbol Pair : QLCBTC

Binance 1 Hour Chart - 5/6/2018 10:00:00 AM UTC
Price : 0.… https://t.co/xkO8mzDfVt",2018-05-06 10:00:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC. 40% BONUS 🚀

Register now: https://t.co/mlPm5M2fgm
Join our Telegram commu…",2018-05-06 08:20:00
9.93E+17,RT @litenettcom: With an audience of 10 million per month (120 million per year) at a rate of € 3.0 per user - the profit will be € 360 000…,2018-05-06 08:07:00
9.93E+17,"RT @tihosay: Pre - ICO will begin April 15th, 2018 at 10:00 UTC.

https://t.co/guLMSGZZn7
https://t.co/ZSQarBXSSy

#tihosay #ICO #blockchai…",2018-05-06 07:48:00
9.93E+17,RT @litenettcom: With an audience of 10 million per month (120 million per year) at a rate of € 3.0 per user - the profit will be € 360 000…,2018-05-06 07:21:00
9.93E+17,"#Cryptos: 

#BTC 9759.65$ | 8152.40€
#XRP 0.89$ | 0.74€
#ETH 799.57$ | 667.89€
#LTC 172.39$ | 144.00€
#DASH 496.89$… https://t.co/KbOZrcD8Ts",2018-05-06 06:12:00
9.93E+17,"RT @tihosay: 🚀 Pre-ICO will begin April 15th, 2018 at 10:00 UTC 🚀
Register now: https://t.co/WvI1G4dfZC

#tihosay #ICO #blockchain #Crypto…",2018-05-06 04:17:00
9.93E+17,"#crypto price changes last 12 hours

🚀
$PPC +12.00%
$XDN +11.20%
$BITB +9.90%

🌧️
$BLITZ -10.28%
$CRW -7.88%
$XMG -… https://t.co/XM6z2i9vac",2018-05-06 00:05:00
9.94E+17,"EUR on #Coinbase is now 0.001586697 #eth

(was 0.001619092 eur 6h ago / -2.00%)

#cryptocurrency #ticker #ETH",2018-05-07 23:58:00
9.94E+17,20% BONUS is available for Stage II. Minimum Contribution 50$  !!!!!!! Free card is included for contribution over… https://t.co/tyGE4UfpwA,2018-05-07 23:56:00
9.94E+17,"#Cryptos: 

#BTC 9364.47$ | 7847.38€
#XRP 0.83$ | 0.70€
#ETH 751.25$ | 629.54€
#LTC 164.44$ | 137.80€
#DASH 458.03$… https://t.co/sf2eWeCXKK",2018-05-07 23:51:00
9.94E+17,"RT @coinpricenow: 1 Bitcoin ( #BTC )
Dollar: 9387.37$ 

1 Bitcoin Cash ( #BCH )
Dollar: 1,670.00$ 

1 Ethereum ( #ETH )
Dollar: 757.17$ 

1…",2018-05-07 23:50:00
9.94E+17,"RT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop
New Airdrop #COSS 📢

COSS Trading promo with 1,000,000…",2018-05-07 23:46:00
9.94E+17,"RT @hashcard: 20% BONUS is available for Stage II. Minimum Contribution 50$

!!!!!!! Free card is included for contribution over $100.00 !!…",2018-05-07 23:43:00
9.94E+17,"RT @MovesOnBinance: 1,000.00 $ETH #giveaway!

Like
Retweet
Follow @MovesOnBinance
Comment your #ethereum address

Tags: #Verge #Blockchain…",2018-05-07 23:21:00
9.94E+17,"RT @MovesOnBinance: 1,000.00 $ETH #giveaway!

Like
Retweet
Follow @MovesOnBinance
Comment your #ethereum address

Tags: #Verge #Blockchain…",2018-05-07 23:18:00
9.94E+17,"RT @hashcard: 20% BONUS is available for Stage II. Minimum Contribution 50$

!!!!!!! Free card is included for contribution over $100.00 !!…",2018-05-07 23:17:00
9.94E+17,"#cryptocurrency Price Analysis for #Bitsend #BSD : ⬇️
Last Hour Change : -1.26 % || 08-05-2018 01:00
Price in #USD… https://t.co/ONwkFDuJZQ",2018-05-07 23:00:00
9.94E+17,"#Cryptos: 

#BTC 9338.56$ | 7825.67€
#XRP 0.83$ | 0.69€
#ETH 741.19$ | 621.12€
#LTC 163.69$ | 137.17€
#DASH 458.06$… https://t.co/QrNg5ECuSm",2018-05-07 22:51:00
9.94E+17,"RT @hashcard: 20% BONUS is available for Stage II. Minimum Contribution 50$

!!!!!!! Free card is included for contribution over $100.00 !!…",2018-05-07 22:45:00
9.94E+17,"RT @KushMansPicks: WHAT TIME IS IT? It's time for:
THE AFTER MARKET #BLOCKCHAIN/#CRYPTO BOTTOM FISH PICK UPDATE 

*Trading For $1.00 or Les…",2018-05-07 22:44:00
9.94E+17,"#cryptocurrency Price Analysis for #Bitsend #BSD : ⬇️
Last Hour Change : -0.59 % || 08-05-2018 00:30
Price in #USD… https://t.co/y0crDE7QuC",2018-05-07 22:30:00
